cat_a,cat_b,alpha,beta,prompt_id,cluster_id,cluster_name,cos
b11,b13,2.0,2.0,6,4,academic ambition / competitive determination,0.08247895538806915
b11,b13,2.0,2.0,6,5,ironic amusement,0.10741743445396423
b11,b13,2.0,2.0,6,6,enthusiasm / curiosity,0.18703170120716095
b11,b13,2.0,2.0,7,0,self-doubt / encouragement,0.14262299239635468
b11,b13,2.0,2.0,7,1,frustration / despair,0.11509551852941513
b11,b13,2.0,2.0,7,2,uncertainty / indecision,0.16144685447216034
b11,b13,2.0,2.0,7,3,romantic idealism,3.865920007228851e-06
b11,b13,2.0,2.0,7,4,academic ambition / competitive determination,0.031532417982816696
b11,b13,2.0,2.0,7,5,ironic amusement,0.14666400849819183
b11,b13,2.0,2.0,7,6,enthusiasm / curiosity,0.09886246919631958
b8,b4,-2.0,-2.0,0,0,self-doubt / encouragement,0.150838702917099
b8,b4,-2.0,-2.0,0,1,frustration / despair,0.24909934401512146
b8,b4,-2.0,-2.0,0,2,uncertainty / indecision,0.25052061676979065
b8,b4,-2.0,-2.0,0,3,romantic idealism,0.0015344340354204178
b8,b4,-2.0,-2.0,0,4,academic ambition / competitive determination,0.10516506433486938
b8,b4,-2.0,-2.0,0,5,ironic amusement,0.1393023282289505
b8,b4,-2.0,-2.0,0,6,enthusiasm / curiosity,0.14988361299037933
b8,b4,-2.0,-2.0,1,0,self-doubt / encouragement,0.16039516031742096
b8,b4,-2.0,-2.0,1,1,frustration / despair,0.1786274015903473
b8,b4,-2.0,-2.0,1,2,uncertainty / indecision,0.1960286796092987
b8,b4,-2.0,-2.0,1,3,romantic idealism,0.045203451067209244
b8,b4,-2.0,-2.0,1,4,academic ambition / competitive determination,0.09105454385280609
b8,b4,-2.0,-2.0,1,5,ironic amusement,0.1531183421611786
b8,b4,-2.0,-2.0,1,6,enthusiasm / curiosity,0.20000670850276947
b8,b4,-2.0,-2.0,2,0,self-doubt / encouragement,0.11141769587993622
b8,b4,-2.0,-2.0,2,1,frustration / despair,0.08417209982872009
b8,b4,-2.0,-2.0,2,2,uncertainty / indecision,0.14051464200019836
b8,b4,-2.0,-2.0,2,3,romantic idealism,0.05030190199613571
b8,b4,-2.0,-2.0,2,4,academic ambition / competitive determination,0.16799615323543549
b8,b4,-2.0,-2.0,2,5,ironic amusement,0.07386460900306702
b8,b4,-2.0,-2.0,2,6,enthusiasm / curiosity,0.11929040402173996
b8,b4,-2.0,-2.0,3,0,self-doubt / encouragement,0.13631559908390045
b8,b4,-2.0,-2.0,3,1,frustration / despair,0.11682417243719101
b8,b4,-2.0,-2.0,3,2,uncertainty / indecision,0.18954572081565857
b8,b4,-2.0,-2.0,3,3,romantic idealism,0.04098618030548096
b8,b4,-2.0,-2.0,3,4,academic ambition / competitive determination,0.12194809317588806
b8,b4,-2.0,-2.0,3,5,ironic amusement,0.1196855902671814
b8,b4,-2.0,-2.0,3,6,enthusiasm / curiosity,0.15445591509342194
b8,b4,-2.0,-2.0,4,0,self-doubt / encouragement,0.11225399374961853
b8,b4,-2.0,-2.0,4,1,frustration / despair,0.09077353775501251
b8,b4,-2.0,-2.0,4,2,uncertainty / indecision,0.19502027332782745
b8,b4,-2.0,-2.0,4,3,romantic idealism,0.10548979043960571
b8,b4,-2.0,-2.0,4,4,academic ambition / competitive determination,0.21212229132652283
b8,b4,-2.0,-2.0,4,5,ironic amusement,0.052219048142433167
b8,b4,-2.0,-2.0,4,6,enthusiasm / curiosity,0.1346714198589325
b8,b4,-2.0,-2.0,5,0,self-doubt / encouragement,0.1839364469051361
b8,b4,-2.0,-2.0,5,1,frustration / despair,0.18753144145011902
b8,b4,-2.0,-2.0,5,2,uncertainty / indecision,0.27843040227890015
b8,b4,-2.0,-2.0,5,3,romantic idealism,0.06784456968307495
b8,b4,-2.0,-2.0,5,4,academic ambition / competitive determination,0.1536044031381607
b8,b4,-2.0,-2.0,5,5,ironic amusement,0.11712311953306198
b8,b4,-2.0,-2.0,5,6,enthusiasm / curiosity,0.19686108827590942
b8,b4,-2.0,-2.0,6,0,self-doubt / encouragement,0.15208202600479126
b8,b4,-2.0,-2.0,6,1,frustration / despair,0.1506969928741455
b8,b4,-2.0,-2.0,6,2,uncertainty / indecision,0.2000071406364441
b8,b4,-2.0,-2.0,6,3,romantic idealism,0.026254156604409218
b8,b4,-2.0,-2.0,6,4,academic ambition / competitive determination,0.09959966689348221
b8,b4,-2.0,-2.0,6,5,ironic amusement,0.11427489668130875
b8,b4,-2.0,-2.0,6,6,enthusiasm / curiosity,0.2184920608997345
b8,b4,-2.0,-2.0,7,0,self-doubt / encouragement,0.21001851558685303
b8,b4,-2.0,-2.0,7,1,frustration / despair,0.17540572583675385
b8,b4,-2.0,-2.0,7,2,uncertainty / indecision,0.2646418809890747
b8,b4,-2.0,-2.0,7,3,romantic idealism,0.09696445614099503
b8,b4,-2.0,-2.0,7,4,academic ambition / competitive determination,0.10977908968925476
b8,b4,-2.0,-2.0,7,5,ironic amusement,0.17995139956474304
b8,b4,-2.0,-2.0,7,6,enthusiasm / curiosity,0.1715298742055893
b8,b4,-2.0,0.0,0,0,self-doubt / encouragement,0.13056142628192902
b8,b4,-2.0,0.0,0,1,frustration / despair,0.07960298657417297
b8,b4,-2.0,0.0,0,2,uncertainty / indecision,0.12467452138662338
b8,b4,-2.0,0.0,0,3,romantic idealism,0.05521149933338165
b8,b4,-2.0,0.0,0,4,academic ambition / competitive determination,0.02350233495235443
b8,b4,-2.0,0.0,0,5,ironic amusement,0.08042799681425095
b8,b4,-2.0,0.0,0,6,enthusiasm / curiosity,0.0865272805094719
b8,b4,-2.0,0.0,1,0,self-doubt / encouragement,0.1527615636587143
b8,b4,-2.0,0.0,1,1,frustration / despair,0.10295349359512329
b8,b4,-2.0,0.0,1,2,uncertainty / indecision,0.1676984429359436
b8,b4,-2.0,0.0,1,3,romantic idealism,-0.022096607834100723
b8,b4,-2.0,0.0,1,4,academic ambition / competitive determination,0.1115560382604599
b8,b4,-2.0,0.0,1,5,ironic amusement,0.1226440817117691
b8,b4,-2.0,0.0,1,6,enthusiasm / curiosity,0.11313195526599884
b8,b4,-2.0,0.0,2,0,self-doubt / encouragement,0.13277414441108704
b8,b4,-2.0,0.0,2,1,frustration / despair,0.07126232981681824
b8,b4,-2.0,0.0,2,2,uncertainty / indecision,0.1281988024711609
b8,b4,-2.0,0.0,2,3,romantic idealism,0.10321937501430511
b8,b4,-2.0,0.0,2,4,academic ambition / competitive determination,0.10393443703651428
b8,b4,-2.0,0.0,2,5,ironic amusement,0.15718892216682434
b8,b4,-2.0,0.0,2,6,enthusiasm / curiosity,0.18689872324466705
b8,b4,-2.0,0.0,3,0,self-doubt / encouragement,0.1019725427031517
b8,b4,-2.0,0.0,3,1,frustration / despair,0.08965389430522919
b8,b4,-2.0,0.0,3,2,uncertainty / indecision,0.13949702680110931
b8,b4,-2.0,0.0,3,3,romantic idealism,0.07449480146169662
b8,b4,-2.0,0.0,3,4,academic ambition / competitive determination,0.05371800810098648
b8,b4,-2.0,0.0,3,5,ironic amusement,0.11582067608833313
b8,b4,-2.0,0.0,3,6,enthusiasm / curiosity,0.14598791301250458
b8,b4,-2.0,0.0,4,0,self-doubt / encouragement,0.12815937399864197
b8,b4,-2.0,0.0,4,1,frustration / despair,0.09591628611087799
b8,b4,-2.0,0.0,4,2,uncertainty / indecision,0.17688941955566406
b8,b4,-2.0,0.0,4,3,romantic idealism,0.0992179587483406
b8,b4,-2.0,0.0,4,4,academic ambition / competitive determination,0.18114347755908966
b8,b4,-2.0,0.0,4,5,ironic amusement,0.12085333466529846
b8,b4,-2.0,0.0,4,6,enthusiasm / curiosity,0.19535072147846222
b8,b4,-2.0,0.0,5,0,self-doubt / encouragement,0.08807329833507538
b8,b4,-2.0,0.0,5,1,frustration / despair,0.11454488337039948
b8,b4,-2.0,0.0,5,2,uncertainty / indecision,0.13989880681037903
b8,b4,-2.0,0.0,5,3,romantic idealism,-0.01066632941365242
b8,b4,-2.0,0.0,5,4,academic ambition / competitive determination,0.05443524196743965
b8,b4,-2.0,0.0,5,5,ironic amusement,0.10094626992940903
b8,b4,-2.0,0.0,5,6,enthusiasm / curiosity,0.12607455253601074
b8,b4,-2.0,0.0,6,0,self-doubt / encouragement,0.050577312707901
b8,b4,-2.0,0.0,6,1,frustration / despair,0.042020320892333984
b8,b4,-2.0,0.0,6,2,uncertainty / indecision,0.08135531097650528
b8,b4,-2.0,0.0,6,3,romantic idealism,0.047530002892017365
b8,b4,-2.0,0.0,6,4,academic ambition / competitive determination,0.04943562671542168
b8,b4,-2.0,0.0,6,5,ironic amusement,0.14877478778362274
b8,b4,-2.0,0.0,6,6,enthusiasm / curiosity,0.07173492759466171
b8,b4,-2.0,0.0,7,0,self-doubt / encouragement,0.2063046097755432
b8,b4,-2.0,0.0,7,1,frustration / despair,0.19243218004703522
b8,b4,-2.0,0.0,7,2,uncertainty / indecision,0.25778985023498535
b8,b4,-2.0,0.0,7,3,romantic idealism,0.12774576246738434
b8,b4,-2.0,0.0,7,4,academic ambition / competitive determination,0.14669020473957062
b8,b4,-2.0,0.0,7,5,ironic amusement,0.12233951687812805
b8,b4,-2.0,0.0,7,6,enthusiasm / curiosity,0.1899939924478531
b8,b4,-2.0,2.0,0,0,self-doubt / encouragement,0.2554956376552582
b8,b4,-2.0,2.0,0,1,frustration / despair,0.18654534220695496
b8,b4,-2.0,2.0,0,2,uncertainty / indecision,0.3642077147960663
b8,b4,-2.0,2.0,0,3,romantic idealism,0.14327223598957062
b8,b4,-2.0,2.0,0,4,academic ambition / competitive determination,0.13303974270820618
b8,b4,-2.0,2.0,0,5,ironic amusement,0.11683708429336548
b8,b4,-2.0,2.0,0,6,enthusiasm / curiosity,0.24414397776126862
b8,b4,-2.0,2.0,1,0,self-doubt / encouragement,0.09479539841413498
b8,b4,-2.0,2.0,1,1,frustration / despair,0.10062225908041
b8,b4,-2.0,2.0,1,2,uncertainty / indecision,0.15062692761421204
b8,b4,-2.0,2.0,1,3,romantic idealism,-0.026399211958050728
b8,b4,-2.0,2.0,1,4,academic ambition / competitive determination,0.08802197128534317
b8,b4,-2.0,2.0,1,5,ironic amusement,0.09067955613136292
b8,b4,-2.0,2.0,1,6,enthusiasm / curiosity,0.13616962730884552
b8,b4,-2.0,2.0,2,0,self-doubt / encouragement,0.19612553715705872
b8,b4,-2.0,2.0,2,1,frustration / despair,0.049340151250362396
b8,b4,-2.0,2.0,2,2,uncertainty / indecision,0.1484047919511795
b8,b4,-2.0,2.0,2,3,romantic idealism,0.17614838480949402
b8,b4,-2.0,2.0,2,4,academic ambition / competitive determination,0.08278457075357437
b8,b4,-2.0,2.0,2,5,ironic amusement,0.19613724946975708
b8,b4,-2.0,2.0,2,6,enthusiasm / curiosity,0.2405817210674286
b8,b4,-2.0,2.0,3,0,self-doubt / encouragement,0.09754841774702072
b8,b4,-2.0,2.0,3,1,frustration / despair,0.0448380783200264
b8,b4,-2.0,2.0,3,2,uncertainty / indecision,0.11514990031719208
b8,b4,-2.0,2.0,3,3,romantic idealism,0.07689822465181351
b8,b4,-2.0,2.0,3,4,academic ambition / competitive determination,0.027899106964468956
b8,b4,-2.0,2.0,3,5,ironic amusement,0.07908493280410767
b8,b4,-2.0,2.0,3,6,enthusiasm / curiosity,0.12510766088962555
b8,b4,-2.0,2.0,4,0,self-doubt / encouragement,0.10832001268863678
b8,b4,-2.0,2.0,4,1,frustration / despair,0.06018146127462387
b8,b4,-2.0,2.0,4,2,uncertainty / indecision,0.253533273935318
b8,b4,-2.0,2.0,4,3,romantic idealism,0.10312401503324509
b8,b4,-2.0,2.0,4,4,academic ambition / competitive determination,0.1537821888923645
b8,b4,-2.0,2.0,4,5,ironic amusement,0.05912730470299721
b8,b4,-2.0,2.0,4,6,enthusiasm / curiosity,0.12181185185909271
b8,b4,-2.0,2.0,5,0,self-doubt / encouragement,0.1255316138267517
b8,b4,-2.0,2.0,5,1,frustration / despair,0.1447191834449768
b8,b4,-2.0,2.0,5,2,uncertainty / indecision,0.18189296126365662
b8,b4,-2.0,2.0,5,3,romantic idealism,-0.0012906244955956936
b8,b4,-2.0,2.0,5,4,academic ambition / competitive determination,0.09692475944757462
b8,b4,-2.0,2.0,5,5,ironic amusement,0.10453462600708008
b8,b4,-2.0,2.0,5,6,enthusiasm / curiosity,0.1374826431274414
b8,b4,-2.0,2.0,6,0,self-doubt / encouragement,0.04628356918692589
b8,b4,-2.0,2.0,6,1,frustration / despair,0.02797781676054001
b8,b4,-2.0,2.0,6,2,uncertainty / indecision,0.06122567877173424
b8,b4,-2.0,2.0,6,3,romantic idealism,0.007418153807520866
b8,b4,-2.0,2.0,6,4,academic ambition / competitive determination,0.04309196025133133
b8,b4,-2.0,2.0,6,5,ironic amusement,0.12100747227668762
b8,b4,-2.0,2.0,6,6,enthusiasm / curiosity,0.06067086383700371
b8,b4,-2.0,2.0,7,0,self-doubt / encouragement,0.21528688073158264
b8,b4,-2.0,2.0,7,1,frustration / despair,0.1521444022655487
b8,b4,-2.0,2.0,7,2,uncertainty / indecision,0.26677876710891724
b8,b4,-2.0,2.0,7,3,romantic idealism,0.12947744131088257
b8,b4,-2.0,2.0,7,4,academic ambition / competitive determination,0.15636500716209412
b8,b4,-2.0,2.0,7,5,ironic amusement,0.14595340192317963
b8,b4,-2.0,2.0,7,6,enthusiasm / curiosity,0.21680423617362976
b8,b4,0.0,-2.0,0,0,self-doubt / encouragement,0.10449211299419403
b8,b4,0.0,-2.0,0,1,frustration / despair,0.15226413309574127
b8,b4,0.0,-2.0,0,2,uncertainty / indecision,0.1599477380514145
b8,b4,0.0,-2.0,0,3,romantic idealism,0.03314053267240524
b8,b4,0.0,-2.0,0,4,academic ambition / competitive determination,0.12317405641078949
b8,b4,0.0,-2.0,0,5,ironic amusement,0.1088162511587143
b8,b4,0.0,-2.0,0,6,enthusiasm / curiosity,0.14065887033939362
b8,b4,0.0,-2.0,1,0,self-doubt / encouragement,0.0865510031580925
b8,b4,0.0,-2.0,1,1,frustration / despair,0.13276521861553192
b8,b4,0.0,-2.0,1,2,uncertainty / indecision,0.1590639352798462
b8,b4,0.0,-2.0,1,3,romantic idealism,-0.012865125201642513
b8,b4,0.0,-2.0,1,4,academic ambition / competitive determination,0.06525515019893646
b8,b4,0.0,-2.0,1,5,ironic amusement,0.06977621465921402
b8,b4,0.0,-2.0,1,6,enthusiasm / curiosity,0.10098977386951447
b8,b4,0.0,-2.0,2,0,self-doubt / encouragement,0.1369050145149231
b8,b4,0.0,-2.0,2,1,frustration / despair,0.10677644610404968
b8,b4,0.0,-2.0,2,2,uncertainty / indecision,0.17365124821662903
b8,b4,0.0,-2.0,2,3,romantic idealism,0.07269354164600372
b8,b4,0.0,-2.0,2,4,academic ambition / competitive determination,0.22070899605751038
b8,b4,0.0,-2.0,2,5,ironic amusement,0.02398805320262909
b8,b4,0.0,-2.0,2,6,enthusiasm / curiosity,0.1748845875263214
b8,b4,0.0,-2.0,3,0,self-doubt / encouragement,0.08793271332979202
b8,b4,0.0,-2.0,3,1,frustration / despair,0.10106753557920456
b8,b4,0.0,-2.0,3,2,uncertainty / indecision,0.09919539839029312
b8,b4,0.0,-2.0,3,3,romantic idealism,0.03882437199354172
b8,b4,0.0,-2.0,3,4,academic ambition / competitive determination,0.027560744434595108
b8,b4,0.0,-2.0,3,5,ironic amusement,0.12626972794532776
b8,b4,0.0,-2.0,3,6,enthusiasm / curiosity,0.11766309291124344
b8,b4,0.0,-2.0,4,0,self-doubt / encouragement,0.050383638590574265
b8,b4,0.0,-2.0,4,1,frustration / despair,0.0433071069419384
b8,b4,0.0,-2.0,4,2,uncertainty / indecision,0.14110739529132843
b8,b4,0.0,-2.0,4,3,romantic idealism,0.026536567136645317
b8,b4,0.0,-2.0,4,4,academic ambition / competitive determination,0.09920202195644379
b8,b4,0.0,-2.0,4,5,ironic amusement,0.059214577078819275
b8,b4,0.0,-2.0,4,6,enthusiasm / curiosity,0.06927070021629333
b8,b4,0.0,-2.0,5,0,self-doubt / encouragement,0.16524173319339752
b8,b4,0.0,-2.0,5,1,frustration / despair,0.14338438212871552
b8,b4,0.0,-2.0,5,2,uncertainty / indecision,0.24445085227489471
b8,b4,0.0,-2.0,5,3,romantic idealism,0.0928153321146965
b8,b4,0.0,-2.0,5,4,academic ambition / competitive determination,0.16040003299713135
b8,b4,0.0,-2.0,5,5,ironic amusement,0.08358806371688843
b8,b4,0.0,-2.0,5,6,enthusiasm / curiosity,0.1696174442768097
b8,b4,0.0,-2.0,6,0,self-doubt / encouragement,0.28431496024131775
b8,b4,0.0,-2.0,6,1,frustration / despair,0.15254098176956177
b8,b4,0.0,-2.0,6,2,uncertainty / indecision,0.26873597502708435
b8,b4,0.0,-2.0,6,3,romantic idealism,0.06154664233326912
b8,b4,0.0,-2.0,6,4,academic ambition / competitive determination,0.20099510252475739
b8,b4,0.0,-2.0,6,5,ironic amusement,0.11368291079998016
b8,b4,0.0,-2.0,6,6,enthusiasm / curiosity,0.24744172394275665
b8,b4,0.0,-2.0,7,0,self-doubt / encouragement,0.21478965878486633
b8,b4,0.0,-2.0,7,1,frustration / despair,0.14813882112503052
b8,b4,0.0,-2.0,7,2,uncertainty / indecision,0.24578888714313507
b8,b4,0.0,-2.0,7,3,romantic idealism,0.05159175395965576
b8,b4,0.0,-2.0,7,4,academic ambition / competitive determination,0.12058199942111969
b8,b4,0.0,-2.0,7,5,ironic amusement,0.121162548661232
b8,b4,0.0,-2.0,7,6,enthusiasm / curiosity,0.13573423027992249
b8,b4,0.0,0.0,0,0,self-doubt / encouragement,0.2579997777938843
b8,b4,0.0,0.0,0,1,frustration / despair,0.1789245754480362
b8,b4,0.0,0.0,0,2,uncertainty / indecision,0.29380178451538086
b8,b4,0.0,0.0,0,3,romantic idealism,0.09819807857275009
b8,b4,0.0,0.0,0,4,academic ambition / competitive determination,0.12983283400535583
b8,b4,0.0,0.0,0,5,ironic amusement,0.1419805884361267
b8,b4,0.0,0.0,0,6,enthusiasm / curiosity,0.18679827451705933
b8,b4,0.0,0.0,1,0,self-doubt / encouragement,0.08845274150371552
b8,b4,0.0,0.0,1,1,frustration / despair,0.12093593180179596
b8,b4,0.0,0.0,1,2,uncertainty / indecision,0.15784244239330292
b8,b4,0.0,0.0,1,3,romantic idealism,-0.00678758230060339
b8,b4,0.0,0.0,1,4,academic ambition / competitive determination,0.07019902020692825
b8,b4,0.0,0.0,1,5,ironic amusement,0.11188811808824539
b8,b4,0.0,0.0,1,6,enthusiasm / curiosity,0.10050353407859802
b8,b4,0.0,0.0,2,0,self-doubt / encouragement,0.11809313297271729
b8,b4,0.0,0.0,2,1,frustration / despair,0.08123224973678589
b8,b4,0.0,0.0,2,2,uncertainty / indecision,0.16279290616512299
b8,b4,0.0,0.0,2,3,romantic idealism,0.0818898156285286
b8,b4,0.0,0.0,2,4,academic ambition / competitive determination,0.2249232828617096
b8,b4,0.0,0.0,2,5,ironic amusement,0.07563547044992447
b8,b4,0.0,0.0,2,6,enthusiasm / curiosity,0.16488325595855713
b8,b4,0.0,0.0,3,0,self-doubt / encouragement,0.05243324488401413
b8,b4,0.0,0.0,3,1,frustration / despair,0.09356782585382462
b8,b4,0.0,0.0,3,2,uncertainty / indecision,0.12720690667629242
b8,b4,0.0,0.0,3,3,romantic idealism,0.030841806903481483
b8,b4,0.0,0.0,3,4,academic ambition / competitive determination,0.05445351451635361
b8,b4,0.0,0.0,3,5,ironic amusement,0.11291592568159103
b8,b4,0.0,0.0,3,6,enthusiasm / curiosity,0.11533571034669876
b8,b4,0.0,0.0,4,0,self-doubt / encouragement,0.09499266743659973
b8,b4,0.0,0.0,4,1,frustration / despair,0.08814424276351929
b8,b4,0.0,0.0,4,2,uncertainty / indecision,0.17493335902690887
b8,b4,0.0,0.0,4,3,romantic idealism,0.07799560576677322
b8,b4,0.0,0.0,4,4,academic ambition / competitive determination,0.1749793142080307
b8,b4,0.0,0.0,4,5,ironic amusement,0.047362156212329865
b8,b4,0.0,0.0,4,6,enthusiasm / curiosity,0.1213906854391098
b8,b4,0.0,0.0,5,0,self-doubt / encouragement,0.26054656505584717
b8,b4,0.0,0.0,5,1,frustration / despair,0.18212664127349854
b8,b4,0.0,0.0,5,2,uncertainty / indecision,0.3255496919155121
b8,b4,0.0,0.0,5,3,romantic idealism,0.07387951016426086
b8,b4,0.0,0.0,5,4,academic ambition / competitive determination,0.2368575632572174
b8,b4,0.0,0.0,5,5,ironic amusement,0.12938886880874634
b8,b4,0.0,0.0,5,6,enthusiasm / curiosity,0.2497142255306244
b8,b4,0.0,0.0,6,0,self-doubt / encouragement,0.05740978196263313
b8,b4,0.0,0.0,6,1,frustration / despair,0.018406767398118973
b8,b4,0.0,0.0,6,2,uncertainty / indecision,0.05222403258085251
b8,b4,0.0,0.0,6,3,romantic idealism,-0.0029037646017968655
b8,b4,0.0,0.0,6,4,academic ambition / competitive determination,0.0654359757900238
b8,b4,0.0,0.0,6,5,ironic amusement,0.11782681196928024
b8,b4,0.0,0.0,6,6,enthusiasm / curiosity,0.07692910730838776
b8,b4,0.0,0.0,7,0,self-doubt / encouragement,0.23420141637325287
b8,b4,0.0,0.0,7,1,frustration / despair,0.1751236766576767
b8,b4,0.0,0.0,7,2,uncertainty / indecision,0.23822972178459167
b8,b4,0.0,0.0,7,3,romantic idealism,0.04390828683972359
b8,b4,0.0,0.0,7,4,academic ambition / competitive determination,0.0975266844034195
b8,b4,0.0,0.0,7,5,ironic amusement,0.16565942764282227
b8,b4,0.0,0.0,7,6,enthusiasm / curiosity,0.21325303614139557
b8,b4,0.0,2.0,0,0,self-doubt / encouragement,0.07450946420431137
b8,b4,0.0,2.0,0,1,frustration / despair,0.22394001483917236
b8,b4,0.0,2.0,0,2,uncertainty / indecision,0.1847514510154724
b8,b4,0.0,2.0,0,3,romantic idealism,0.03077762760221958
b8,b4,0.0,2.0,0,4,academic ambition / competitive determination,0.09633807092905045
b8,b4,0.0,2.0,0,5,ironic amusement,0.11880269646644592
b8,b4,0.0,2.0,0,6,enthusiasm / curiosity,0.10183460265398026
b8,b4,0.0,2.0,1,0,self-doubt / encouragement,0.1318456381559372
b8,b4,0.0,2.0,1,1,frustration / despair,0.11535261571407318
b8,b4,0.0,2.0,1,2,uncertainty / indecision,0.2073153257369995
b8,b4,0.0,2.0,1,3,romantic idealism,0.03375024348497391
b8,b4,0.0,2.0,1,4,academic ambition / competitive determination,0.07531721889972687
b8,b4,0.0,2.0,1,5,ironic amusement,0.13862121105194092
b8,b4,0.0,2.0,1,6,enthusiasm / curiosity,0.11374428123235703
b8,b4,0.0,2.0,2,0,self-doubt / encouragement,0.2018774151802063
b8,b4,0.0,2.0,2,1,frustration / despair,0.055106643587350845
b8,b4,0.0,2.0,2,2,uncertainty / indecision,0.15620261430740356
b8,b4,0.0,2.0,2,3,romantic idealism,0.16400659084320068
b8,b4,0.0,2.0,2,4,academic ambition / competitive determination,0.07676051557064056
b8,b4,0.0,2.0,2,5,ironic amusement,0.19812993705272675
b8,b4,0.0,2.0,2,6,enthusiasm / curiosity,0.23508967459201813
b8,b4,0.0,2.0,3,0,self-doubt / encouragement,0.09064976871013641
b8,b4,0.0,2.0,3,1,frustration / despair,0.06439367681741714
b8,b4,0.0,2.0,3,2,uncertainty / indecision,0.1215960755944252
b8,b4,0.0,2.0,3,3,romantic idealism,0.05241299420595169
b8,b4,0.0,2.0,3,4,academic ambition / competitive determination,0.049879927188158035
b8,b4,0.0,2.0,3,5,ironic amusement,0.1060863733291626
b8,b4,0.0,2.0,3,6,enthusiasm / curiosity,0.15707260370254517
b8,b4,0.0,2.0,4,0,self-doubt / encouragement,0.19017736613750458
b8,b4,0.0,2.0,4,1,frustration / despair,0.11752861738204956
b8,b4,0.0,2.0,4,2,uncertainty / indecision,0.23786556720733643
b8,b4,0.0,2.0,4,3,romantic idealism,0.18599213659763336
b8,b4,0.0,2.0,4,4,academic ambition / competitive determination,0.09019424766302109
b8,b4,0.0,2.0,4,5,ironic amusement,0.1102953851222992
b8,b4,0.0,2.0,4,6,enthusiasm / curiosity,0.20020364224910736
b8,b4,0.0,2.0,5,0,self-doubt / encouragement,0.0825183093547821
b8,b4,0.0,2.0,5,1,frustration / despair,0.07705041021108627
b8,b4,0.0,2.0,5,2,uncertainty / indecision,0.11237920075654984
b8,b4,0.0,2.0,5,3,romantic idealism,-0.024617446586489677
b8,b4,0.0,2.0,5,4,academic ambition / competitive determination,0.05725204199552536
b8,b4,0.0,2.0,5,5,ironic amusement,0.07845202088356018
b8,b4,0.0,2.0,5,6,enthusiasm / curiosity,0.09766165912151337
b8,b4,0.0,2.0,6,0,self-doubt / encouragement,0.16900599002838135
b8,b4,0.0,2.0,6,1,frustration / despair,0.0802503302693367
b8,b4,0.0,2.0,6,2,uncertainty / indecision,0.16287580132484436
b8,b4,0.0,2.0,6,3,romantic idealism,0.08807539939880371
b8,b4,0.0,2.0,6,4,academic ambition / competitive determination,0.121236652135849
b8,b4,0.0,2.0,6,5,ironic amusement,0.1607334315776825
b8,b4,0.0,2.0,6,6,enthusiasm / curiosity,0.23847471177577972
b8,b4,0.0,2.0,7,0,self-doubt / encouragement,0.2939532399177551
b8,b4,0.0,2.0,7,1,frustration / despair,0.34492677450180054
b8,b4,0.0,2.0,7,2,uncertainty / indecision,0.39835917949676514
b8,b4,0.0,2.0,7,3,romantic idealism,0.17481476068496704
b8,b4,0.0,2.0,7,4,academic ambition / competitive determination,0.28996434807777405
b8,b4,0.0,2.0,7,5,ironic amusement,0.28677278757095337
b8,b4,0.0,2.0,7,6,enthusiasm / curiosity,0.33368515968322754
b8,b4,2.0,-2.0,0,0,self-doubt / encouragement,0.1307317614555359
b8,b4,2.0,-2.0,0,1,frustration / despair,0.1743917167186737
b8,b4,2.0,-2.0,0,2,uncertainty / indecision,0.17389369010925293
b8,b4,2.0,-2.0,0,3,romantic idealism,0.08567190915346146
b8,b4,2.0,-2.0,0,4,academic ambition / competitive determination,0.06809508800506592
b8,b4,2.0,-2.0,0,5,ironic amusement,0.12688006460666656
b8,b4,2.0,-2.0,0,6,enthusiasm / curiosity,0.10277338325977325
b8,b4,2.0,-2.0,1,0,self-doubt / encouragement,0.14122386276721954
b8,b4,2.0,-2.0,1,1,frustration / despair,0.16737140715122223
b8,b4,2.0,-2.0,1,2,uncertainty / indecision,0.20648245513439178
b8,b4,2.0,-2.0,1,3,romantic idealism,0.042740706354379654
b8,b4,2.0,-2.0,1,4,academic ambition / competitive determination,0.10790341347455978
b8,b4,2.0,-2.0,1,5,ironic amusement,0.15114842355251312
b8,b4,2.0,-2.0,1,6,enthusiasm / curiosity,0.17279207706451416
b8,b4,2.0,-2.0,2,0,self-doubt / encouragement,0.1653929203748703
b8,b4,2.0,-2.0,2,1,frustration / despair,0.11277566850185394
b8,b4,2.0,-2.0,2,2,uncertainty / indecision,0.15010066330432892
b8,b4,2.0,-2.0,2,3,romantic idealism,0.07558974623680115
b8,b4,2.0,-2.0,2,4,academic ambition / competitive determination,0.2148590385913849
b8,b4,2.0,-2.0,2,5,ironic amusement,0.06548557430505753
b8,b4,2.0,-2.0,2,6,enthusiasm / curiosity,0.14006701111793518
b8,b4,2.0,-2.0,3,0,self-doubt / encouragement,0.07542262226343155
b8,b4,2.0,-2.0,3,1,frustration / despair,0.07386276125907898
b8,b4,2.0,-2.0,3,2,uncertainty / indecision,0.09261023998260498
b8,b4,2.0,-2.0,3,3,romantic idealism,0.033678747713565826
b8,b4,2.0,-2.0,3,4,academic ambition / competitive determination,0.009111415594816208
b8,b4,2.0,-2.0,3,5,ironic amusement,0.1118658259510994
b8,b4,2.0,-2.0,3,6,enthusiasm / curiosity,0.09942726045846939
